;X;Y;type;name;opening_hours;wheelchair;cuisine;phone;website;com_insee;com_nom;categorie;notation;prix;enjoyment_rate;wikipedia
12163;261158.1783311715;6257007.863155506;restaurant;Thu Thu;;;asian;+33 1 42 54 70 30;;75056;Paris;restaurant;;;;
12187;259958.16824974277;6252418.614941345;restaurant;Little Seoul;;;korean;;;75056;Paris;restaurant;;;;
12188;259993.66693975477;6252487.9143978795;restaurant;bioburger;Mo-Sa 11:30-16:00;;burger;+331 49 26 93 90;www.bioburger.info;75056;Paris;restaurant;;;;
12189;260443.7256804788;6252582.002455877;restaurant;Select Bourse (Casa Andrès);;;"regional;basque;espagnol";;;75056;Paris;restaurant;;;;
12191;260877.9752806972;6252466.6800154485;restaurant;Le SO;"Mo 10:00-17:00; Tu 10:00-24:00; We-Fr 00:00-02:00,10:00-24:00; Sa 00:00-02:00,18:30-24:00; Su 00:00-02:00";limited;french;+33 140280283;;75056;Paris;restaurant;;;;
12193;261603.43435236465;6252848.805408801;restaurant;Cô My Cafe;12:00-23:30;;vietnamese;;;75056;Paris;restaurant;;;;
12196;262307.66143864766;6250574.700575808;restaurant;Comme à Lisbonne;Tu-Su 11:00-19:00;;portuguese;;;75056;Paris;restaurant;;;;
12197;262905.6057619422;6250368.481295788;restaurant;Casa San Pablo;Mo-Su 12:00-23:00;;spanish;+33 1 42 74 75 90;;75056;Paris;restaurant;;;;
12205;261718.34072579473;6247313.839281819;restaurant;Sersaf;;;kurdish;;;75056;Paris;restaurant;;;;
12206;264429.03535859584;6247184.603403016;restaurant;Le Roi du Rodizio;;no;brazilian;;;75056;Paris;restaurant;;;;
12212;260131.4993313982;6250801.252109539;restaurant;Calife;;;french;+33 1 43 54 50 04;http://www.calife.com/;75056;Paris;restaurant;;;;
12216;260340.3927964614;6250142.590875576;restaurant;Pizza Marinara;;no;pizza;;;75056;Paris;restaurant;;;;
12218;269330.2886354578;6246203.015609934;fast_food;Savane;;;sandwich;;;75056;Paris;restaurant;;;;
12219;269093.7982004206;6246494.2530527925;fast_food;Pampa;;;sandwich;;;75056;Paris;restaurant;;;;
12220;261373.80464864412;6251642.009766275;restaurant;Pirouette;;;french;;;75056;Paris;restaurant;;;;
12222;269631.20486669947;6248231.220210524;restaurant;Le Chalet du Lac;;;french;;;75056;Paris;restaurant;;;;
12231;265974.1115936099;6255800.975562804;restaurant;Tonton Jaurès;;;french;;;75056;Paris;restaurant;;;;
12232;267718.1920524643;6253988.345156726;restaurant;Rigoletto;;;pizza;;;75056;Paris;restaurant;;;;
12233;264493.44513771776;6250296.049954417;restaurant;Mio Posto;"Mo-Fr 12:00-14:30,19:00-23:00; Sa-Su 12:00-15:00,19:00-23:00";yes;"italian;italian_pizza";+33148054723;https://www.mioposto.fr/;75056;Paris;restaurant;;;;
12235;265329.06280883955;6250003.043168945;restaurant;Le Pure Café;"Mo-Fr 07:00-01:00; Sa 08:00-01:00; Su 09:00-00:00";;french;+33 1 43 71 47 22;https://www.lepurecafe.fr;75056;Paris;restaurant;;;;
12239;256181.00634948444;6251004.085902642;restaurant;Veramente;;;italian;;;75056;Paris;restaurant;;;;
12240;258621.25255734628;6249161.794763905;restaurant;Anima;;;"pizza;italian";;;75056;Paris;restaurant;;;;
12246;261186.18010165752;6251390.583282102;restaurant;Za;Mo-Su 09:00-21:30;;french;;https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=12&cad=rja&uact=8&ved=2ahUKEwiIo_DklfXfAhX16eAKHR8-C3sQ_BcwC3oECAYQDw&url=http%3A%2F%2Fza-paris.com%2F&usg=AOvVaw2PVJHSzJKVZL0ehba1a0A1;75056;Paris;restaurant;;;;
12249;258476.04858171998;6253394.808249548;restaurant;Les Koupoles;Mo-Fr 08:00-16:00;;french;;;75056;Paris;restaurant;;;;
12253;255533.5118165531;6248396.487138089;fast_food;Le Lotus Bleu;Mo-Fr 11:30-14:15,18:45-22:30, Sa-Su 18:45-22:30;limited;asian;+33 1 45 32 24 20;https://www.lotus-bleu.fr;75056;Paris;restaurant;;;;
12254;255905.83633009385;6248333.56447587;restaurant;Washi;;;thai;+33 1 48 42 98 22;;75056;Paris;restaurant;;;;
12259;257118.92145076403;6253144.795325938;restaurant;O'Sullivans;"Mo-We 12:00-02:00; Th-Fr 12:00-05:00; Sa 18:00-02:00";;french;+33 1 45 63 28 34;https://www.osullivans-pubs.com/;75056;Paris;restaurant;;;;
12260;260876.84864642876;6253602.797308791;restaurant;Rich Club;;;french;;;75056;Paris;restaurant;;;;
12261;256797.4827584835;6252609.9092524415;restaurant;Limon;Mo-Su 07:30-1:30;yes;french;+33171939658;https://limon-restaurant.com/;75056;Paris;restaurant;;;;
12263;259922.98404872144;6254381.714903706;restaurant;Pi'Hour;"Mo-Sa 12:00-15:00,18:00-22:30; Su 18:00-22:00";;sandwich;;;75056;Paris;restaurant;;;;
12265;266126.89996521216;6252626.568018271;restaurant;Le Mezze du Chef;"Mo-Th 09:00-24:00; Fr,Sa 09:00-02:00; Su 09:00-24:00";;turkish;+33 6 95651920;https://www.lemezzeduchefcigkofte.fr/;75056;Paris;restaurant;;;;
12272;258326.79868848188;6247815.760074053;restaurant;YO! Sushi;Mo-Th,Sa 06:30-21:00, Fr,Su 06:30-22:00;yes;sushi;;;75056;Paris;restaurant;;;;
12282;256661.5107220634;6248842.09259475;restaurant;Suraj Paris 15;Mo-Su 11:30-14:30,18:30-23:00;yes;indian;+33 1 53 58 90 76;https://www.surajparis15.com/;75056;Paris;restaurant;;;;
12283;261577.69992941574;6255206.927502638;restaurant;Brasserie Barbès;08:00-02:00;yes;french;;;75056;Paris;restaurant;;;;
12285;265767.4602527136;6247898.439821251;restaurant;Il Goto;Tu-Sa 12:00-14:30,19:00-22:30;yes;italian;+331 43 46 30 02;http://ilgoto.fr;75056;Paris;restaurant;;;;
12292;261988.09839895795;6246751.106569746;restaurant;Dolce Romana;Mo-Su 12:00-15:00,18:30-23:30;;"italian;italian_pizza";+33 1 43 31 62 32;;75056;Paris;restaurant;;;;
12295;262023.12761351795;6246116.823651726;restaurant;Palais de Krishnaa;;;indian;;;75056;Paris;restaurant;;;;
12297;262016.05310769984;6245304.873160391;restaurant;La Bonne Heure;;;regional;;;75056;Paris;restaurant;;;;
12298;262365.03951418994;6245886.169608535;restaurant;Via Italia;;;"italian;pizza";;;75056;Paris;restaurant;;;;
12299;254769.0849767081;6251897.72791277;restaurant;Restaurant Hexagone;;;french;+33 1 42 25 98 85;http://www.hexagone-paris.fr/;75056;Paris;restaurant;;;;
12303;254537.79739318043;6253691.32660575;restaurant;LA Gasette;;;thai;;;75056;Paris;restaurant;;;;
12308;251561.64784904735;6253538.710380573;restaurant;Les 2 Étangs – Le Tir Aux Pigeons;;;french;;;75056;Paris;restaurant;;;;
12314;254309.03971293516;6254102.14667851;restaurant;Le Congrès;Mo-Su 07:30-02:00;;"breakfast;coffee_shop;french";+33 1 45 74 17 24;https://www.congres-maillot.com/fr/;75056;Paris;restaurant;;;;
12320;252079.68213244728;6249082.523981546;restaurant;Le Fétiche;;limited;french;;;75056;Paris;restaurant;;;;
12342;264416.31818923453;6253095.898059426;clothes;Préférence;;;;;;75056;Paris;shopping;;;;
12343;264276.22261007124;6253016.472662413;clothes;Arc en Ciel;;;;;;75056;Paris;shopping;;;;
12349;264225.7169570983;6252981.812079134;clothes;Star;;;;;;75056;Paris;shopping;;;;
12350;264213.6276603982;6252979.730417762;clothes;Leo-bra;;;;;;75056;Paris;shopping;;;;
12352;264205.3120944359;6252970.946827844;clothes;Outlet 99;;;;;;75056;Paris;shopping;;;;
12353;251470.4180074308;6248003.686973864;clothes;Val de Sayre;;;;;;75056;Paris;shopping;;;;
12355;264250.35196041083;6252998.143830438;jewelry;Myll'or II;;;;;;75056;Paris;shopping;;;;
12356;264242.43714461545;6252993.049674581;clothes;Romy;;;;;;75056;Paris;shopping;;;;
12357;264124.72791505064;6252900.881523513;shoes;Osmose;;;;;;75056;Paris;shopping;;;;
12358;264422.04001106136;6253065.400514371;jewelry;Denisor;;;;;;75056;Paris;shopping;;;;
12360;264315.2623554924;6253010.769226607;clothes;Loona;;;;;;75056;Paris;shopping;;;;
12361;264213.9504869214;6252945.526933039;clothes;Téa Paris;;;;;;75056;Paris;shopping;;;;
12363;264409.9952421575;6253058.224637384;clothes;L'Attrape Cœur;;;;;;75056;Paris;shopping;;;;
12364;264391.33809550054;6253048.7809217395;clothes;Fifi;;;;;;75056;Paris;shopping;;;;
12365;264227.0416590387;6252954.4797368245;shoes;Meli Shop;;;;;;75056;Paris;shopping;;;;
12367;264326.67260329874;6253046.716168116;clothes;Froc;;;;;;75056;Paris;shopping;;;;
12372;264439.6284906066;6253074.539611798;clothes;Shinel;;;;;;75056;Paris;shopping;;;;
12373;264191.89809579536;6252934.001692954;clothes;Vic Fel;;;;;;75056;Paris;shopping;;;;
12374;264277.4693883681;6252987.210861836;clothes;Princesse;;;;;;75056;Paris;shopping;;;;
12377;264253.96984386165;6253004.490374413;shoes;Sport Palais;;;;;;75056;Paris;shopping;;;;
12397;260676.30612510385;6248936.41749122;clothes;Sandro;;;;;;75056;Paris;shopping;;;;
12404;259367.75664277803;6252986.770835523;chocolate;Chocolatier Pierre Marcolini;"Mo-Fr 10:30-19:00; Sa 10:30-19:30";;;;;75056;Paris;shopping;;;;
12415;260817.08075316105;6248891.776294519;gift;Jihanne Souvenirs;;;;;;75056;Paris;shopping;;;;
12432;262354.7591433866;6248074.050062997;gift;Boutique;;;;;;75056;Paris;shopping;;;;
12449;255630.1824754957;6249077.616489426;jewelry;Mondial Or;;no;;;;75056;Paris;shopping;;;;
12450;255658.33517471733;6249059.482258493;clothes;Caroll;;yes;;;;75056;Paris;shopping;;;;
12452;255637.64088137881;6249058.162791706;clothes;Gerard Darel;;;;;;75056;Paris;shopping;;;;
12459;262888.00176818465;6250702.005616041;clothes;Loft Design By…;;no;;;;75056;Paris;shopping;;;;
12460;262904.7330876508;6250691.820069431;clothes;Ted Baker;;no;;;;75056;Paris;shopping;;;;
12467;256892.4453135497;6250457.014469017;beauty;L'Atelier du Sourcil;Mo-Sa 10:30-19:30;;;;;75056;Paris;shopping;;;;
12483;261542.59440245712;6252862.61663469;beauty;Point Soleil;;;;;;75056;Paris;shopping;;;;
12521;262948.97145329206;6252256.832524824;clothes;Tati;;;;;;75056;Paris;shopping;;;;
12531;259644.89764705693;6253371.8025958175;clothes;Louis Vuitton Galeries Lafayette;Mo-Sa 09:30-20:30, Su 11:00-19:00;;;;;75056;Paris;shopping;;;;
12532;259402.09870568776;6253374.730596717;department_store;Galeries Lafayette Maison;"Mo-Sa 09:30-20:30; Sa 11:00-19:00";yes;;;;75056;Paris;shopping;;;;
12542;260707.73161735476;6253179.809185873;jewelry;Amour de Pierres;Tu-Sa 10:30-19:00, Mo 11:00-19:30;;;+33 1 48 00 90 00;http://www.amour-de-pierres.com;75056;Paris;shopping;;;;
12589;257241.19814625592;6249115.644368416;beauty;New Beauty;;;;;;75056;Paris;shopping;;;;
12591;256911.79264104954;6249079.443447684;clothes;Rose & Théo;;;;;;75056;Paris;shopping;;;;
12598;266123.7254070727;6247405.776527309;cheese;La Fromagerie de Paris;;;;;;75056;Paris;shopping;;;;
12602;266010.12386671815;6247497.6650295695;clothes;Stincel;Mo-Sa 10:00-13:30,14:30-19:30;limited;;;;75056;Paris;shopping;;;;
12603;266092.94556786836;6247445.2175956;shoes;Sport Discount;;;;;;75056;Paris;shopping;;;;
12621;266378.05704768805;6247511.144799795;beauty;Ligne & Beauté;;;;+33149289400;;75056;Paris;shopping;;;;
12622;265924.14069202944;6247705.005549122;beauty;Body Minute;Tu-Sa 10:00-19:30;;;;;75056;Paris;shopping;;;;
12624;266157.7557754082;6247363.663410963;clothes;Amazon;;;;;;75056;Paris;shopping;;;;
12626;266087.4463850232;6247452.168849212;shoes;Chaussure Néo;;;;;;75056;Paris;shopping;;;;
12627;266076.5482068745;6247467.306027073;jewelry;Yves Benoît;;no;;;;75056;Paris;shopping;;;;
12648;257257.9628615694;6249603.120059241;beauty;Rêves Institut;;;;;;75056;Paris;shopping;;;;
12666;258074.6917016215;6255050.440980781;beauty;Institut Marie Estrella;;;;;;75056;Paris;shopping;;;;
12673;257777.02338324027;6254899.358021959;perfumery;Marionnaud;;;;;;75056;Paris;shopping;;;;
12674;254516.99869951207;6253804.006794481;chocolate;Leonidas;;;;;;75056;Paris;shopping;;;;
12675;254554.0012982517;6253739.993956929;clothes;2M Lingerie-PàP;;;;;;75056;Paris;shopping;;;;
12676;254563.99778852492;6253765.991708857;beauty;Institut A. Trianon;;;;;;75056;Paris;shopping;;;;
12679;263346.7159938964;6254643.547287034;beauty;Lamazuna;"Tu-Fr 11:00-14:00,15:00-19:00; Sa 11:00-12:30,13:30-19:00";;;;;75056;Paris;shopping;;;;
12686;257410.1922652292;6248702.929211759;chocolate;La Petite Chocolatière;Mo-Sa 10:30-14:00,15:00-20:00;;;;;75056;Paris;shopping;;;;
12696;263580.8876747292;6251817.363242395;clothes;Vintage Clothing Store;;;;;;75056;Paris;shopping;;;;
12716;263637.9389137607;6251300.267233509;beauty;Pro By Studio;;;;;;75056;Paris;shopping;;;;
12725;257160.32453619462;6248997.97502555;clothes;Dagobert;;;;;;75056;Paris;shopping;;;;
12727;257108.10456306353;6248978.859832345;clothes;Bonheur de Mode;;;;;;75056;Paris;shopping;;;;
12737;257291.81511871965;6249197.807499503;jewelry;Rouxel Joailliers;;;;;;75056;Paris;shopping;;;;
12738;257078.32659927628;6248967.86438677;clothes;Mes Chaussettes Rouges;;;;;;75056;Paris;shopping;;;;
12765;266171.1586420997;6249323.159827886;clothes;Nozbone;;;;;http://www.nozbone.com;75056;Paris;shopping;;;;
12766;258060.17564002206;6246006.177209699;art;Artiyz;;;;;;75056;Paris;shopping;;;;
12788;255337.96881216337;6248497.255778442;cosmetics;Sephora;;;;;;75056;Paris;shopping;;;;
12794;255263.974746633;6248417.332216405;cheese;La Fromagerie;;;;;;75056;Paris;shopping;;;;
12795;264269.8662671469;6249322.364739795;clothes;Baby the Star Shine Bright;Mo-Sa 12:00-19:00;;;+33 9 54 74 95 53;http://babyparis.blog99.fc2.com/;75056;Paris;shopping;;;;
12812;259361.01068163596;6253439.705397488;clothes;H&M;;yes;;;;75056;Paris;shopping;;;;
12830;258981.5114055726;6250554.502500573;art;Deyrolle;"Mo 10:00-13:00,14:00-19:00; Tu-Sa 10:00-19:00";;;;https://deyrolle.com;75056;Paris;shopping;;;;
12838;264462.0704999506;6248998.161102861;jewelry;Cécile et Jeanne;;;;;;75056;Paris;shopping;;;;
12847;259362.37991137267;6252960.910868259;clothes;Golfino;Mo-Sa 10:00-19:30;;;;;75056;Paris;shopping;;;;
12875;258843.14127851653;6248377.37917561;clothes;Stock Market;;;;;;75056;Paris;shopping;;;;
12894;262427.1168124023;6250758.720046407;shoes;Dr. Martens;;designated;;;;75056;Paris;shopping;;;;
12908;267737.9582111169;6248611.027635381;cheese;Fromagerie du Rendez-Vous;;;;;;75056;Paris;shopping;;;;
12920;253240.84318900708;6250914.906647521;clothes;Du Pareil au Même;;;;;;75056;Paris;shopping;;;;
12922;253238.26057682058;6250898.5789133115;shoes;Maralex;;;;;;75056;Paris;shopping;;;;
12923;253265.0997060509;6251093.194017645;clothes;Mon Cadeau Préféré;;;;;;75056;Paris;shopping;;;;
12928;253263.79726800858;6251104.479868153;clothes;À La Plage;;;;;;75056;Paris;shopping;;;;
12931;253257.78601550576;6251134.767307426;clothes;Troc de la Muette;;;;;;75056;Paris;shopping;;;;
12939;260439.8969225062;6254128.631434177;clothes;Sergent Major;;;;;;75056;Paris;shopping;;;;
12946;253272.29094515616;6251242.466257923;clothes;L'Occaserie;;;;;;75056;Paris;shopping;;;;
12957;253326.55919691786;6251443.519244011;clothes;Les Bambins et Cie;;;;;;75056;Paris;shopping;;;;
12966;253377.93314191897;6251582.492592253;jewelry;De Belormont;;;;;;75056;Paris;shopping;;;;
12970;253396.9576428955;6251581.460394123;cheese;Aux bons fromages;;;;;;75056;Paris;shopping;;;;
12977;253473.6345081539;6251733.702517549;jewelry;Billard-Millet;;;;;;75056;Paris;shopping;;;;
12988;253604.34585424338;6251936.696272892;jewelry;Dédicace 89;;;;;;75056;Paris;shopping;;;;
12991;253621.21075709854;6251921.4326519435;clothes;Réciproque;;;;;;75056;Paris;shopping;;;;
12993;253623.81563318314;6251924.630902838;jewelry;Savini;;;;;;75056;Paris;shopping;;;;
12994;253608.88768946772;6251906.152136587;clothes;Wan;;;;;;75056;Paris;shopping;;;;
12997;253728.85670469565;6252096.661352204;clothes;Graine d'Amour;;;;;;75056;Paris;shopping;;;;
13001;253736.92736777817;6252109.268482048;clothes;USA Concept Sport;Mo-Sa 10:00-19:00;;;+33 1 47 27 24 49;;75056;Paris;shopping;;;;
13002;253801.1475820168;6252242.71906365;clothes;IKKS Junior;;;;;;75056;Paris;shopping;;;;
13003;253782.53496315618;6252194.134414963;beauty;Institut Sarah;;;;;;75056;Paris;shopping;;;;
13006;253856.89638300604;6252296.803869823;clothes;American Retro;;;;;;75056;Paris;shopping;;;;
13007;253842.8701271661;6252319.920322262;clothes;John Demersay;;;;;;75056;Paris;shopping;;;;
13008;253854.53640980122;6252291.862440145;clothes;Les Petites...;;;;;;75056;Paris;shopping;;;;
13009;253871.0450902859;6252326.266357949;clothes;Nina;;;;;;75056;Paris;shopping;;;;
13010;253830.48026784082;6252294.079314063;shoes;Paraboot;;;;;;75056;Paris;shopping;;;;
13011;253907.99202928017;6252392.891558305;jewelry;Philippe Ferrandis;;;;;;75056;Paris;shopping;;;;
13012;253865.2898726119;6252314.3188920515;clothes;Prestige;;;;;;75056;Paris;shopping;;;;
13013;253869.13039504428;6252322.289508361;clothes;Scarlet Ross;;;;;;75056;Paris;shopping;;;;
13014;253845.65311443593;6252273.298259252;clothes;Victoria;;;;;;75056;Paris;shopping;;;;
13015;253895.7468852929;6252372.8548668595;clothes;Votre Nom;;;;;;75056;Paris;shopping;;;;
13024;253910.73048875367;6252409.272942622;clothes;Harrison;;;;;;75056;Paris;shopping;;;;
13025;253922.64167426858;6252433.929693412;shoes;Heyraud;;;;;;75056;Paris;shopping;;;;
13026;253876.88936355253;6252458.535746917;shoes;It-Shoes;;;;;;75056;Paris;shopping;;;;
13027;253894.56689869054;6252473.411105552;chocolate;La Maison du Chocolat;"Mo-Sa 10:00-20:00; Su 10:00-13:00";;;+33 1 40 67 77 83;https://www.lamaisonduchocolat.fr;75056;Paris;shopping;;;;
13028;253917.53210964118;6252423.369758405;clothes;Oliver Grant;;;;;;75056;Paris;shopping;;;;
13031;253993.69690524196;6252491.214185711;shoes;André;;;;;;75056;Paris;shopping;;;;
13032;253972.37922275503;6252477.523410669;clothes;Anti-Crise;;;;;;75056;Paris;shopping;;;;
13033;254002.268506033;6252539.089764737;clothes;Bel Air;;;;;;75056;Paris;shopping;;;;
13036;254011.93103783386;6252502.908054367;clothes;Promod;;;;;;75056;Paris;shopping;;;;
13037;254112.31895463122;6252567.571547247;clothes;Atelier de Courcelles;;;;;;75056;Paris;shopping;;;;
13044;254099.0608032778;6252559.042233338;clothes;Marco Serussi;;;;;;75056;Paris;shopping;;;;
13045;254102.20001291813;6252603.431990781;shoes;Shoemark;;;;;;75056;Paris;shopping;;;;
13046;254022.37280607023;6252552.036017648;clothes;Stepha;;;;;;75056;Paris;shopping;;;;
13048;254094.98650991474;6252556.4360558195;clothes;Tout Compte Fait;;;;;;75056;Paris;shopping;;;;
13054;254190.5208969135;6252617.88452016;clothes;Doré Doré;;;;;;75056;Paris;shopping;;;;
13055;254167.91190833342;6252603.313527525;clothes;Etam;;;;;;75056;Paris;shopping;;;;
13056;254173.5669384657;6252606.9520425005;shoes;Jonak;;;;;;75056;Paris;shopping;;;;
13057;254134.39360965558;6252624.196932399;shoes;Kickers;;;;;;75056;Paris;shopping;;;;
13060;254207.47485536136;6252628.817011934;clothes;Un Jour Ailleurs;;;;;;75056;Paris;shopping;;;;
13063;254258.96011985323;6252661.969964135;shoes;J.M. Weston;;;;;;75056;Paris;shopping;;;;
13065;254216.33588682854;6252634.537113854;jewelry;Lehembre;;;;;;75056;Paris;shopping;;;;
13066;254226.05407837476;6252683.090442413;clothes;Les Envahisseurs;;;;;;75056;Paris;shopping;;;;
13067;254238.02092363502;6252690.790629876;clothes;Petit Page Junior;;;;;;75056;Paris;shopping;;;;
13068;254219.5418881633;6252636.601766981;shoes;Till;;;;;;75056;Paris;shopping;;;;
13069;254247.9617541628;6252654.895969561;beauty;Yves Rocher;;;;;;75056;Paris;shopping;;;;
13073;254272.8973201005;6252713.214292637;clothes;American Apparel;;;;;;75056;Paris;shopping;;;;
13074;254281.82514326216;6252718.951375137;clothes;Clayeux;;;;;;75056;Paris;shopping;;;;
13079;259425.50919460153;6252366.5934105;perfumery;Hayari Parfums;;;;;http://www.hayari-parfums.com;75056;Paris;shopping;;;;
13094;260404.60864392467;6253891.868671758;jewelry;Divini Kreol;;;;;http://www.ladivini.com/;75056;Paris;shopping;;;;
13110;260861.01855617712;6253045.311458963;clothes;Levi's Store;;;;;;75056;Paris;shopping;;;;
13112;260714.87832866373;6253080.666197443;clothes;Motus;;;;;;75056;Paris;shopping;;;;
13121;262431.6363837285;6254455.469033549;clothes;Beauty One;;;;+33 1 40 35 79 79;;75056;Paris;shopping;;;;
13135;260409.05029160733;6253680.619182225;shoes;Cordonnier;;;;;;75056;Paris;shopping;;;;
13150;259533.80079524525;6252884.008395552;clothes;Basler;Mo-Sa 10:00-19:00;;;;;75056;Paris;shopping;;;;
13158;254463.54308003307;6246974.33840921;gift;La Maison du Vitrail;;;;;http://vitrail.net/;75056;Paris;shopping;;;;
13162;261282.20698154258;6250916.615562454;shoes;Foot Locker;;;;;;75056;Paris;shopping;;;;
13164;262764.7599599274;6249886.422368541;gift;Corner Shop;;;;;;75056;Paris;shopping;;;;
